2026-11-01, 09:00, 12:00, CSE, 1, Data Structures, CS101
2026-11-01, 09:00, 12:00, ECE, 1, Signals and Systems, EC101
2026-11-01, 09:00, 12:00, MECH, 1, Thermodynamics, ME101
2026-11-01, 14:00, 17:00, CSE, 1, Operating Systems, CS102
2026-11-01, 14:00, 17:00, ECE, 1, Digital Electronics, EC102
2026-11-01, 14:00, 17:00, MECH, 1, Fluid Mechanics, ME102
2026-11-02, 09:00, 12:00, CSE, 1, Database Systems, CS103
2026-11-02, 09:00, 12:00, ECE, 1, Microprocessors, EC103
2026-11-02, 09:00, 12:00, MECH, 1, Machine Design, ME103
2026-11-02, 14:00, 17:00, CSE, 1, Computer Networks, CS104
2026-11-02, 14:00, 17:00, ECE, 1, Control Systems, EC104
2026-11-02, 14:00, 17:00, MECH, 1, Manufacturing Processes, ME104
